Row ID,Order Priority,Discount offered,Unit Price,Freight Expenses,Customer ID,Name of customer,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,Product Base Margin,State,City,Region,Country,ZIP Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Target,Order ID
26076,High,0.02,2.88,0.5,2706,Yombu,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,0.36,Florida,Plant City,South,USA,33566,5/17/2013,5/26/2013,311.088,14,42.44,200,91412
21399,Critical,0.0001,40.48,19.99,2720,Eare,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,0.77,Georgia,Dalton,South,USA,30721,6/16/2010,6/17/2010,-25.634,6,264.95,450,88766
20092,Critical,0.07,880.98,44.55,2720,Eare,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,0.62,Georgia,Dalton,South,USA,30721,5/27/2011,5/28/2011,-186.102,5,4301.39,1500,88767
20093,High,0.0001,13.48,4.51,2720,Eare,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,0.59,Georgia,Dalton,South,USA,30721,5/27/2011,5/28/2011,-573.706,5,69.69,,88767
21266,Medium,0.1,19.98,10.49,2720,Eare,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,0.49,Georgia,Dalton,South,USA,30721,8/27/2011,8/29/2011,805.9479,20,378.69,1000,88768
18712,High,0.1,5.44,7.46,2720,Eare,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.36,Georgia,Dalton,South,USA,30721,11-09-2011,11-11-2011,-72.3856,4,32.94,80,88769
21275,High,0.01,13.48,4.51,2720,Eare,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,0.59,Georgia,Dalton,South,USA,30721,12/29/2011,12/29/2011,102.3408,6,89.7,,88770
22961,Not Specified,0.02,99.99,19.99,2721,Jabberstorm,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,0.52,Georgia,Douglasville,South,USA,30135,08-10-2013,08-12-2013,5379.498,21,2232.66,100,88771
18871,High,0.05,14.98,8.99,2723,Kazio,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,0.39,Tennessee,Bristol,South,USA,37620,2/27/2011,03-01-2011,-148.9572,8,120.58,1000,88960
18872,High,0.0001,124.49,51.94,2723,Kazio,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,0.63,Tennessee,Bristol,South,USA,37620,2/27/2011,03-01-2011,1619.802,12,1241.35,,88960
18873,High,0.09,55.99,2.5,2723,Kazio,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,0.83,Tennessee,Bristol,South,USA,37620,2/27/2011,03-01-2011,-10.612,2,89.6,1800,88960
18781,Medium,0.07,14.34,5,2723,Kazio,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,0.49,Tennessee,Bristol,South,USA,37620,06-06-2012,06-07-2012,-13.3,3,45.08,1000,88962
22170,High,0.07,599.99,24.49,2730,Meejo,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,0.37,Washington,Bothell,West,USA,98011,07-03-2012,07-04-2012,6653.0352,16,9642.08,5000,88118
22171,High,0.1,18.97,5.21,2730,Meejo,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.37,Washington,Bothell,West,USA,98011,07-03-2012,07-05-2012,123.7584,10,179.36,,88118
22165,High,0.05,100.98,15.66,2730,Meejo,Delivery Truck,Personel Usage,Processed Meat,Jelly Fish,Jumbo Drum,0.57,Washington,Bothell,West,USA,98011,09-07-2013,09-09-2013,-66.9116,3,297.19,200,88124
22166,Medium,0.07,220.98,64.66,2730,Meejo,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,0.62,Washington,Bothell,West,USA,98011,09-07-2013,09-09-2013,-162.6284,6,1354.65,1500,88124
22167,High,0.03,35.44,19.99,2730,Meejo,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.38,Washington,Bothell,West,USA,98011,09-07-2013,09-09-2013,28.7712,14,520.91,,88124
25991,High,0.0001,2.84,5.44,2731,Youopia,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,0.36,Washington,Bremerton,West,USA,98310,06-03-2011,06-05-2011,-56.8284,7,22.48,800,88115
23644,High,0.07,2.78,1.49,2731,Youopia,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,0.39,Washington,Bremerton,West,USA,98310,5/23/2012,5/23/2012,-0.4025,16,43.17,800,88117
22974,High,0.06,6.48,7.81,2731,Youopia,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,0.37,Washington,Bremerton,West,USA,98310,07-12-2012,7/19/2012,-98.42,8,51.93,,88119
22197,Critical,0.01,26.31,5.89,2731,Youopia,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,0.75,Washington,Bremerton,West,USA,98310,7/14/2012,7/15/2012,-75.38,12,317.71,250,88120
25992,High,0.08,28.53,1.49,2731,Youopia,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,0.38,Washington,Bremerton,West,USA,98310,06-03-2013,06-05-2013,234.7173,12,340.17,800,88123
19987,Low,0.01,35.99,5.99,2741,Oyoloo,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Wrap Bag,0.38,Idaho,Caldwell,West,USA,83605,03-12-2010,3/19/2010,218.2332,10,316.28,1800,89481
21646,Critical,0.09,8.37,10.16,2741,Oyoloo,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,0.59,Idaho,Caldwell,West,USA,83605,02-12-2011,2/14/2011,-321.21,12,101.31,1000,89483
21256,High,0.03,145.45,17.85,2741,Oyoloo,Delivery Truck,Stand Alone Restaurants,Canned Foods,Compote,Jumbo Drum,0.56,Idaho,Caldwell,West,USA,83605,9/15/2011,9/16/2011,1285.74,18,2649.38,85,89484
20407,Not Specified,0.1,8.32,2.38,2741,Oyoloo,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,0.74,Idaho,Caldwell,West,USA,83605,8/21/2012,8/24/2012,-38.3916,16,120.96,450,89486
25580,Medium,0.04,199.99,24.49,2741,Oyoloo,Express Air,Stand Alone Restaurants,Canned Foods,Wild Berry,Large Box,0.46,Idaho,Caldwell,West,USA,83605,01-02-2013,01-05-2013,1330.182,10,1927.8,5000,89487
24465,High,0.07,21.66,13.99,2741,Oyoloo,Regular Air,Stand Alone Restaurants,Processed Meat,Jelly Fish,Medium Box,0.52,Idaho,Caldwell,West,USA,83605,3/24/2013,3/25/2013,-204.22,13,286.46,200,89488
20112,High,0.09,4.82,1.49,2741,Oyoloo,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,0.36,Idaho,Caldwell,West,USA,83605,3/29/2013,04-01-2013,19.6995,6,28.55,80,89489
23271,High,0.02,161.55,19.99,2750,Jaxspan,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,0.66,Virginia,Waynesboro,South,USA,22980,03-08-2010,03-08-2010,664.518,4,657.61,,91424
22157,Not Specified,0.04,70.98,26.85,2750,Jaxspan,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,,Virginia,Waynesboro,South,USA,22980,9/23/2011,9/25/2011,0.6426,9,668.28,1500,91425
22158,High,0.1,38.76,13.26,2750,Jaxspan,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.36,Virginia,Waynesboro,South,USA,22980,9/23/2011,9/23/2011,-166.7155,15,534.34,,91425
22490,Not Specified,0.03,26.64,5.3,2750,Jaxspan,Regular Air,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Medium Box,,Virginia,Waynesboro,South,USA,22980,05-12-2012,5/13/2012,-42.154,6,161.82,1800,91426
22491,High,0.07,7.28,11.15,2750,Jaxspan,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,0.37,Virginia,Waynesboro,South,USA,22980,05-12-2012,5/14/2012,432.27,6,46.83,,91426
23875,High,0.03,65.99,5.31,2750,Jaxspan,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,0.57,Virginia,Waynesboro,South,USA,22980,6/20/2013,6/23/2013,0.222,7,413.09,1800,91427
24178,High,0.0001,6.75,2.99,2753,Ainyx,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,0.35,Florida,Plant City,South,USA,33566,11/13/2011,11/15/2011,47.07,23,165.56,800,91507
22591,High,0.07,20.97,4,2753,Ainyx,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,0.77,Florida,Plant City,South,USA,33566,11/18/2012,11/20/2012,299.5638,27,566.79,250,91510
22592,High,0.06,348.21,84.84,2753,Ainyx,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,0.66,Florida,Plant City,South,USA,33566,11/18/2012,11/20/2012,-14.3129,23,8127.55,,91510
24412,High,0.05,12.21,4.81,2753,Ainyx,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,0.58,Florida,Plant City,South,USA,33566,9/23/2013,9/24/2013,-20.09,23,282.7,,91512
24413,Medium,0.06,155.99,8.99,2753,Ainyx,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,0.58,Florida,Plant City,South,USA,33566,9/23/2013,9/25/2013,-495.194,25,3178.22,1800,91512
24442,Critical,0.0001,39.99,10.25,2754,Wordify,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,0.55,Florida,Plantation,South,USA,33317,9/24/2012,9/26/2012,122.748,14,604.18,250,91509
24661,High,0.0001,5.28,2.99,2754,Wordify,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,0.37,Florida,Plantation,South,USA,33317,08-01-2013,08-01-2013,-197.568,13,72.88,800,91511
24414,Medium,0.1,17.98,8.51,2754,Wordify,Regular Air,Personel Usage,Canned Foods,Compote,Medium Box,0.4,Florida,Plantation,South,USA,33317,9/23/2013,9/25/2013,-12.25,23,376.64,,91512
18784,High,0.06,5.98,10.39,2769,Leenti,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.4,Georgia,Douglasville,South,USA,30135,7/23/2012,7/23/2012,-2301.236,14,86.97,,88979
19418,Low,0.0001,70.98,26.74,2769,Leenti,Delivery Truck,Restaurant Chain,Preserved Food,Pickle,Jumbo Box,0.6,Georgia,Douglasville,South,USA,30135,09-12-2012,9/19/2012,-101.3628,12,915.7,1500,88980
19100,High,0.0001,40.97,8.99,2769,Leenti,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Small Pack,0.59,Georgia,Douglasville,South,USA,30135,1/28/2013,1/29/2013,-62.8866,4,177.92,,88981
20927,Not Specified,0.07,120.97,26.3,2769,Leenti,Delivery Truck,Restaurant Chain,Canned Foods,Compote,Jumbo Drum,0.38,Georgia,Douglasville,South,USA,30135,12/22/2013,12/25/2013,-45.29,2,238.16,85,88984
20097,High,0.05,205.99,8.99,2778,BlogXS,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,0.58,North Carolina,Wilmington,South,USA,28403,02-11-2010,02-12-2010,111.0525,12,2118.99,1800,87160
20098,High,0.08,205.99,8.99,2778,BlogXS,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,0.56,North Carolina,Wilmington,South,USA,28403,02-11-2010,02-12-2010,-1963.752,5,837.64,1800,87160
18239,Low,0.0001,12.64,4.98,2778,BlogXS,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,0.48,North Carolina,Wilmington,South,USA,28403,7/16/2011,7/16/2011,1716.606,14,185.52,1000,87164
18668,High,0.0001,3.98,0.7,2778,BlogXS,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,0.52,North Carolina,Wilmington,South,USA,28403,11/24/2011,11/26/2011,72.108,3,13.42,,87168
19110,Not Specified,0.03,55.99,5,2778,BlogXS,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Pack,0.8,North Carolina,Wilmington,South,USA,28403,6/26/2012,6/27/2012,310.218,7,337.93,1800,87170
21707,Critical,0.01,35.99,5.99,2779,Photojam,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Wrap Bag,0.38,North Carolina,Wilson,South,USA,27893,06-11-2010,06-12-2010,-60.704,11,345.07,1800,87161
20398,High,0.05,3.75,0.5,2779,Photojam,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,0.37,North Carolina,Wilson,South,USA,27893,8/14/2011,8/15/2011,-20.062,13,47.01,200,87165
20762,High,0.1,279.81,23.19,2779,Photojam,Delivery Truck,Hotels / Hospitals,Processed Meat,Jelly Fish,Jumbo Drum,0.59,North Carolina,Wilson,South,USA,27893,11-03-2011,11-05-2011,60.462,12,3283.58,200,87167
20763,High,0.07,12.28,6.13,2779,Photojam,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,0.57,North Carolina,Wilson,South,USA,27893,11-03-2011,11-05-2011,72.012,19,230.96,,87167
20530,Low,0.0001,35.99,5,2779,Photojam,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,0.85,North Carolina,Wilson,South,USA,27893,1/13/2012,1/17/2012,31.416,11,341.01,1800,87169
21566,Medium,0.01,15.99,11.28,2779,Photojam,Regular Air,Hotels / Hospitals,Canned Foods,Compote,Medium Box,0.38,North Carolina,Wilson,South,USA,27893,9/22/2013,9/22/2013,-109.046,17,293.76,800,87173
21587,Not Specified,0.01,47.98,3.61,2787,Linktype,Express Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,0.71,Louisiana,Metairie,South,USA,70003,03-12-2010,3/13/2010,-44.436,8,393.98,250,91316
25255,High,0.04,68.81,60,2787,Linktype,Delivery Truck,Personel Usage,Processed Meat,Jelly Fish,Jumbo Drum,0.41,Louisiana,Metairie,South,USA,70003,7/24/2011,7/26/2011,3.4017,8,568.06,200,91317
25256,High,0.09,3.15,0.5,2787,Linktype,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,0.37,Louisiana,Metairie,South,USA,70003,7/24/2011,7/31/2011,-275.884,3,8.74,200,91317
25257,High,0.05,4.2,2.26,2787,Linktype,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,0.36,Louisiana,Metairie,South,USA,70003,7/24/2011,7/24/2011,61.866,13,54.9,,91317
24611,High,0.01,12.53,7.17,2787,Linktype,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,0.38,Louisiana,Metairie,South,USA,70003,8/16/2011,8/17/2011,-17.871,17,218.31,800,91318
22417,High,0.09,5.89,5.57,2787,Linktype,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,0.41,Louisiana,Metairie,South,USA,70003,11/28/2012,11/29/2012,638.076,20,120.62,1000,91319
21586,Not Specified,0.0001,100.98,57.38,2787,Linktype,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,0.78,Louisiana,Metairie,South,USA,70003,03-12-2013,03-12-2013,-233.45,12,1323.67,1500,91320
18364,Low,0.08,14.48,1.99,2827,Jabberbean,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.49,California,El Cajon,West,USA,92020,5/24/2011,5/26/2011,-29.71,2,27.57,100,87722
21607,Not Specified,0.0001,31.78,1.99,2827,Jabberbean,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.42,California,El Cajon,West,USA,92020,09-01-2013,09-03-2013,342.0813,15,495.77,100,87724
24607,High,0.05,11.29,5.03,2828,Skyba,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,0.59,California,El Centro,West,USA,92243,2/19/2010,2/21/2010,-35.26,8,90.46,,87720
23431,Medium,0.07,39.48,1.99,2828,Skyba,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.54,California,El Centro,West,USA,92243,12-01-2010,12-02-2010,322.2507,12,467.03,100,87721
24877,High,0.05,11.66,8.99,2828,Skyba,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,0.59,California,El Centro,West,USA,92243,03-07-2012,03-12-2012,-182.87,10,114.38,,87723
25956,High,0.1,9.11,2.25,2830,Mymm,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,0.52,Florida,North Miami,South,USA,33161,2/20/2011,2/20/2011,-5624.6631,1,10.94,,89797
21905,High,0.09,5.8,5.59,2838,Dynazzy,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,0.4,Oregon,Albany,West,USA,97321,6/29/2012,07-06-2012,-7.7556,1,11.08,160,89802
18416,High,0.0001,21.98,2.87,2840,Zoonder,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,0.55,Florida,North Miami,South,USA,33161,9/19/2010,9/20/2010,21.096,16,360.03,,87884
18419,Medium,0.05,15.68,3.73,2840,Zoonder,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,0.46,Florida,North Miami,South,USA,33161,12-11-2010,12/13/2010,1166.628,17,260.01,1000,87885
18420,Medium,0.0001,14.98,8.99,2840,Zoonder,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,0.39,Florida,North Miami,South,USA,33161,12-11-2010,12-12-2010,-40.6042,18,273.79,1000,87885
18421,High,0.02,38.76,13.26,2840,Zoonder,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.36,Florida,North Miami,South,USA,33161,12-11-2010,12-12-2010,-294.084,1,44.62,,87885
21855,High,0.04,90.48,19.99,2847,Buzzbean,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,0.4,Tennessee,Collierville,South,USA,38017,04-09-2010,04-11-2010,55.5552,3,268.64,75,85928
21856,Not Specified,0.02,9.77,6.02,2847,Buzzbean,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Medium Box,0.48,Tennessee,Collierville,South,USA,38017,04-09-2010,04-10-2010,-535.332,9,87.68,1000,85928
21857,High,0.09,34.99,7.73,2847,Buzzbean,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Box,0.59,Tennessee,Collierville,South,USA,38017,04-09-2010,04-11-2010,-208.7204,1,37.62,,85928
20504,High,0.06,5.68,1.39,2847,Buzzbean,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,0.38,Tennessee,Collierville,South,USA,38017,04-01-2013,04-03-2013,-120.6744,9,52.27,75,85933
20505,High,0.08,2.28,5.2,2847,Buzzbean,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,0.41,Tennessee,Collierville,South,USA,38017,04-01-2013,04-03-2013,-845.32,9,20.75,,85933
24454,High,0.08,12.53,7.17,2847,Buzzbean,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.38,Tennessee,Collierville,South,USA,38017,12-06-2013,12-08-2013,983.088,8,107.59,75,85937
18270,High,0.07,5.58,1.99,2853,Edgeblab,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,0.46,Washington,Bremerton,West,USA,98310,01-12-2011,1/13/2011,15.2,9,48.59,,87318
19178,Critical,0.04,20.99,2.5,2853,Edgeblab,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Wrap Bag,0.81,Washington,Bremerton,West,USA,98310,4/14/2013,4/15/2013,-108.075,1,18,1800,87325
21738,Low,0.03,65.99,7.69,2854,Camimbo,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,0.59,Washington,Burien,West,USA,98146,03-03-2012,03-08-2012,-201.487,2,110.45,1800,87319
20380,High,0.08,3.52,6.83,2854,Camimbo,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.38,Washington,Burien,West,USA,98146,8/17/2012,8/19/2012,-33.48202,6,23.16,75,87320
21509,High,0.01,46.89,5.1,2854,Camimbo,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Medium Box,0.46,Washington,Burien,West,USA,98146,9/25/2012,9/26/2012,618.6678,18,896.62,200,87321
21510,Critical,0.09,85.99,1.25,2854,Camimbo,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Pack,0.39,Washington,Burien,West,USA,98146,9/25/2012,9/27/2012,-363.55,1,71.83,1800,87321
22210,High,0.0001,2.08,1.49,2854,Camimbo,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.38,Washington,Burien,West,USA,98146,3/22/2013,3/24/2013,-5.1405,2,4.49,75,87323
19844,Low,0.09,34.98,7.53,2854,Camimbo,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,0.76,Washington,Burien,West,USA,98146,05-09-2013,5/14/2013,-126.6,7,243.04,100,87326
19845,High,0.02,6.3,0.5,2854,Camimbo,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,0.39,Washington,Burien,West,USA,98146,05-09-2013,5/13/2013,-5.92,1,6.3,200,87326
22337,High,0.01,5.98,1.49,2854,Camimbo,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.39,Washington,Burien,West,USA,98146,9/22/2013,9/23/2013,39.68514,12,74.66,75,87327
23042,High,0.08,7.84,4.71,2855,Devshare,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.35,Washington,Des Moines,West,USA,98198,1/21/2010,1/22/2010,-12.87678,10,76.16,75,87316
23043,Medium,0.03,105.34,24.49,2855,Devshare,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Large Box,0.61,Washington,Des Moines,West,USA,98198,1/21/2010,1/22/2010,618.1308,10,1038.14,1000,87316
23213,Low,0.09,6783.02,24.49,2855,Devshare,Regular Air,Personel Usage,Canned Foods,Compote,Large Box,0.39,Washington,Des Moines,West,USA,98198,03-10-2010,3/14/2010,-14140.7016,1,6296,,87317
22338,Medium,0.08,22.24,1.99,2855,Devshare,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,0.43,Washington,Des Moines,West,USA,98198,9/22/2013,9/24/2013,289.7034,19,419.86,100,87327
22339,High,0.02,2.89,0.5,2855,Devshare,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,0.38,Washington,Des Moines,West,USA,98198,9/22/2013,9/24/2013,45.5745,23,66.05,200,87327
22340,Medium,0.07,19.98,10.49,2855,Devshare,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,0.49,Washington,Des Moines,West,USA,98198,9/22/2013,9/24/2013,53.8488,13,269,1000,87327
25029,Medium,0.0001,1938.02,13.99,2856,Quatz,Regular Air,Personel Usage,Canned Foods,Compote,Medium Box,0.38,Washington,Edmonds,West,USA,98026,02-01-2013,02-03-2013,2754.7008,2,3992.32,,87322
25371,Critical,0.08,20.95,4,2856,Quatz,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,0.6,Washington,Edmonds,West,USA,98026,04-03-2013,04-04-2013,-47.37,2,42.25,250,87324
18516,High,0.06,2.94,0.96,2858,Meevee,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,0.58,Florida,Fruit Cove,South,USA,32259,5/17/2010,5/18/2010,-8.876,3,8.79,,88279
18506,High,0.04,67.28,19.99,2858,Meevee,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.4,Florida,Fruit Cove,South,USA,32259,11/23/2010,11/28/2010,14.754,30,2051.68,75,88282
18507,Low,0.1,130.98,54.74,2858,Meevee,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,0.69,Florida,Fruit Cove,South,USA,32259,11/23/2010,11/23/2010,669.612,42,5295.03,1500,88282
18508,High,0.04,2.78,1.25,2858,Meevee,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,0.59,Florida,Fruit Cove,South,USA,32259,11/23/2010,11/23/2010,213,28,80.27,,88282
18646,High,0.09,6.48,6.74,2858,Meevee,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,0.37,Florida,Fruit Cove,South,USA,32259,09-12-2013,9/17/2013,-33.642,24,150.78,,88292
20270,High,0.03,142.86,19.99,2859,Eare,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,0.56,Florida,Gainesville,South,USA,32601,10-01-2010,10-03-2010,-8.3881,23,3292.02,,88281
18920,High,0.01,880.98,44.55,2859,Eare,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,0.62,Florida,Gainesville,South,USA,32601,8/15/2011,8/17/2011,65.9016,10,9157.79,1500,88283
21890,Critical,0.02,599.99,24.49,2859,Eare,Regular Air,Hotels / Hospitals,Canned Foods,Wild Berry,Large Box,0.5,Florida,Gainesville,South,USA,32601,09-02-2012,09-04-2012,431.556,5,3175.15,5000,88286
21424,High,0.05,236.97,59.24,2859,Eare,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,0.61,Florida,Gainesville,South,USA,32601,02-06-2013,02-08-2013,-45.64,12,2879,,88289
20413,High,0.01,1.76,0.7,2859,Eare,Express Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,0.56,Florida,Gainesville,South,USA,32601,6/27/2013,6/29/2013,143.5482,19,37.65,,88291
18647,High,0.01,14.81,13.32,2859,Eare,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,0.43,Florida,Gainesville,South,USA,32601,09-12-2013,9/19/2013,-0.994,25,377.15,200,88292
18648,Low,0.07,20.24,6.67,2859,Eare,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,0.49,Florida,Gainesville,South,USA,32601,09-12-2013,9/19/2013,-80.5574,8,157.15,1000,88292
18998,High,0.03,896.99,19.99,2868,Skalith,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.38,Washington,Edmonds,West,USA,98026,01-08-2010,01-10-2010,3602.1312,6,5220.48,75,85826
19529,High,0.01,125.99,8.99,2868,Skalith,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,0.59,Washington,Edmonds,West,USA,98026,4/17/2010,4/18/2010,-582.648,1,113.44,1800,85827
19293,High,0.08,15.99,13.18,2868,Skalith,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,0.37,Washington,Edmonds,West,USA,98026,5/25/2010,5/27/2010,-66.585,4,66.02,75,85828
18002,High,0.01,2.08,2.56,2868,Skalith,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,0.55,Washington,Edmonds,West,USA,98026,2/20/2013,2/21/2013,-4.64,1,3.47,55,85831
25109,Low,0.0001,200.98,23.76,2869,Quinu,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,0.58,Washington,Everett,West,USA,98208,10/31/2012,11-04-2012,2329.44,22,4521.61,1800,85830
25110,High,0.07,4.13,0.99,2869,Quinu,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,0.39,Washington,Everett,West,USA,98208,10/31/2012,10/31/2012,32.4921,10,47.09,200,85830
25390,Medium,0.07,175.99,8.99,2869,Quinu,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,0.57,Washington,Everett,West,USA,98208,05-08-2013,05-09-2013,-4.675,5,730.38,1800,85832
26006,High,0.03,280.98,57,2870,Eimbee,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,0.78,Washington,Federal Way,West,USA,98023,7/29/2011,7/29/2011,-545.82,14,3871.21,1800,85829
